Content ID,Reaction Type,Datetime,Sentiment,Score,Content_Type,Category,,,The Top five Category,
76898916-4024-4c32-909b-dd240879d76a,like,6/9/2021,positive,50,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,peeking,1/23/2021,neutral,35,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,cherish,7/24/2020,positive,70,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,dislike,3/19/2021,negative,10,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,intrigued,1/22/2021,positive,45,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,adore,6/27/2020,positive,72,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,peeking,5/31/2021,neutral,35,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,scared,12/8/2020,negative,15,GIF,Animals,,,,
76898916-4024-4c32-909b-dd240879d76a,disgust,6/4/2021,negative,0,GIF,Animals,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,like,12/23/2020,positive,50,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,intrigued,1/13/2021,positive,45,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,scared,8/10/2020,negative,15,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,heart,4/30/2021,positive,60,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,hate,11/23/2020,negative,5,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,intrigued,5/17/2021,positive,45,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,scared,7/7/2020,negative,15,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,interested,12/13/2020,positive,30,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,hate,2/5/2021,negative,5,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,peeking,4/24/2021,neutral,35,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,super love,3/21/2021,positive,75,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,like,11/29/2020,positive,50,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,heart,5/28/2021,positive,60,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,want,6/13/2021,positive,70,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,scared,2/12/2021,negative,15,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,worried,2/9/2021,negative,12,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,heart,10/9/2020,positive,60,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,cherish,11/5/2020,positive,70,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,peeking,11/19/2020,neutral,35,photo,dogs,,,,
8204e4bd-c544-4a18-ac0d-6f5289957cdf,dislike,7/20/2020,negative,10,photo,dogs,,,,
301cfd14-3e4f-4058-b253-c591ef150888,cherish,5/26/2021,positive,70,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,interested,4/2/2021,positive,30,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,love,7/3/2020,positive,65,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,indifferent,2/21/2021,neutral,20,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,indifferent,1/9/2021,neutral,20,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,love,4/10/2021,positive,65,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,interested,2/23/2021,positive,30,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,dislike,2/15/2021,negative,10,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,cherish,4/2/2021,positive,70,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,like,4/15/2021,positive,50,audio,veganism,,,,
301cfd14-3e4f-4058-b253-c591ef150888,hate,10/10/2020,negative,5,audio,veganism,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,dislike,2/27/2021,negative,10,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,indifferent,3/2/2021,neutral,20,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,like,9/21/2020,positive,50,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,intrigued,12/19/2020,positive,45,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,love,9/2/2020,positive,65,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,heart,4/14/2021,positive,60,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,disgust,1/16/2021,negative,0,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,heart,1/13/2021,positive,60,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,heart,9/14/2020,positive,60,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,worried,9/14/2020,negative,12,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,dislike,4/23/2021,negative,10,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,interested,1/19/2021,positive,30,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,cherish,7/16/2020,positive,70,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,super love,2/1/2021,positive,75,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,intrigued,4/24/2021,positive,45,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,like,8/25/2020,positive,50,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,intrigued,10/21/2020,positive,45,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,love,5/22/2021,positive,65,photo,fitness,,,,
56a3156c-41e0-4b35-8e6d-947961b3af5b,super love,9/12/2020,positive,75,photo,fitness,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,dislike,2/6/2021,negative,10,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,disgust,9/25/2020,negative,0,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,worried,8/5/2020,negative,12,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,scared,3/26/2021,negative,15,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,hate,10/22/2020,negative,5,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,dislike,5/13/2021,negative,10,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,hate,10/31/2020,negative,5,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,adore,11/2/2020,positive,72,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,love,9/1/2020,positive,65,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,want,8/11/2020,positive,70,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,love,2/15/2021,positive,65,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,super love,7/5/2020,positive,75,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,hate,11/9/2020,negative,5,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,dislike,4/11/2021,negative,10,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,dislike,7/5/2020,negative,10,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,scared,10/4/2020,negative,15,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,cherish,1/7/2021,positive,70,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,hate,10/2/2020,negative,5,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,dislike,2/4/2021,negative,10,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,cherish,8/7/2020,positive,70,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,hate,3/10/2021,negative,5,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,want,3/18/2021,positive,70,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,super love,5/30/2021,positive,75,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,adore,6/26/2020,positive,72,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,intrigued,5/8/2021,positive,45,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,cherish,5/17/2021,positive,70,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,like,7/3/2020,positive,50,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,peeking,9/16/2020,neutral,35,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,indifferent,6/19/2020,neutral,20,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,hate,10/29/2020,negative,5,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,cherish,12/9/2020,positive,70,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,want,5/25/2021,positive,70,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,dislike,8/8/2020,negative,10,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,super love,6/2/2021,positive,75,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,adore,11/7/2020,positive,72,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,scared,9/20/2020,negative,15,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,love,4/3/2021,positive,65,photo,cooking,,,,
fd060448-7b3e-4626-b3ca-44bfe764e26f,indifferent,1/29/2021,neutral,20,photo,cooking,,,,
60223ac7-2fa4-4bba-8156-1d90b367e21a,scared,6/27/2020,negative,15,photo,public speaking,,,,
60223ac7-2fa4-4bba-8156-1d90b367e21a,cherish,11/7/2020,positive,70,photo,public speaking,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,indifferent,4/9/2021,neutral,20,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,like,7/4/2020,positive,50,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,want,7/3/2020,positive,70,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,heart,10/22/2020,positive,60,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,love,10/29/2020,positive,65,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,heart,7/5/2020,positive,60,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,want,10/23/2020,positive,70,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,super love,6/24/2020,positive,75,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,want,4/3/2021,positive,70,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,worried,6/12/2021,negative,12,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,peeking,11/17/2020,neutral,35,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,super love,12/4/2020,positive,75,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,intrigued,9/16/2020,positive,45,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,love,5/11/2021,positive,65,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,heart,3/24/2021,positive,60,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,adore,9/29/2020,positive,72,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,love,1/26/2021,positive,65,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,scared,12/6/2020,negative,15,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,peeking,1/11/2021,neutral,35,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,peeking,6/30/2020,neutral,35,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,intrigued,2/24/2021,positive,45,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,intrigued,4/28/2021,positive,45,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,want,4/26/2021,positive,70,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,cherish,7/24/2020,positive,70,photo,healthy eating,,,,
74c85e37-5017-462e-bee2-2769db7a17c1,worried,5/26/2021,negative,12,photo,healthy eating,,,,
b400ea0c-43f0-4307-a3b2-78e5784d69be,heart,8/13/2020,positive,60,audio,fitness,,,,
b400ea0c-43f0-4307-a3b2-78e5784d69be,indifferent,8/31/2020,neutral,20,audio,fitness,,,,
b400ea0c-43f0-4307-a3b2-78e5784d69be,super love,7/25/2020,positive,75,audio,fitness,,,,
b400ea0c-43f0-4307-a3b2-78e5784d69be,intrigued,8/9/2020,positive,45,audio,fitness,,,,
b400ea0c-43f0-4307-a3b2-78e5784d69be,indifferent,9/3/2020,neutral,20,audio,fitness,,,,
b400ea0c-43f0-4307-a3b2-78e5784d69be,heart,11/14/2020,positive,60,audio,fitness,,,,
b400ea0c-43f0-4307-a3b2-78e5784d69be,heart,6/10/2021,positive,60,audio,fitness,,,,
79f1b9b4-b21b-4abd-802a-811540cbc845,super love,2/5/2021,positive,75,audio,travel,,,,
79f1b9b4-b21b-4abd-802a-811540cbc845,want,9/29/2020,positive,70,audio,travel,,,,
79f1b9b4-b21b-4abd-802a-811540cbc845,intrigued,12/6/2020,positive,45,audio,travel,,,,
79f1b9b4-b21b-4abd-802a-811540cbc845,super love,6/29/2020,positive,75,audio,travel,,,,
79f1b9b4-b21b-4abd-802a-811540cbc845,disgust,2/12/2021,negative,0,audio,travel,,,,
af373863-f9df-4330-b423-d2b802b30d6e,cherish,2/9/2021,positive,70,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,dislike,12/22/2020,negative,10,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,want,5/31/2021,positive,70,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,disgust,4/10/2021,negative,0,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,peeking,12/25/2020,neutral,35,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,want,2/24/2021,positive,70,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,adore,4/10/2021,positive,72,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,heart,6/12/2021,positive,60,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,dislike,9/27/2020,negative,10,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,disgust,2/23/2021,negative,0,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,intrigued,6/20/2020,positive,45,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,adore,5/29/2021,positive,72,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,hate,7/17/2020,negative,5,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,dislike,9/28/2020,negative,10,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,super love,12/13/2020,positive,75,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,cherish,4/23/2021,positive,70,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,hate,4/29/2021,negative,5,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,heart,6/20/2020,positive,60,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,scared,8/19/2020,negative,15,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,heart,2/3/2021,positive,60,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,worried,11/11/2020,negative,12,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,cherish,5/23/2021,positive,70,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,interested,4/23/2021,positive,30,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,indifferent,4/7/2021,neutral,20,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,disgust,12/15/2020,negative,0,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,scared,6/10/2021,negative,15,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,dislike,4/25/2021,negative,10,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,like,1/7/2021,positive,50,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,heart,5/17/2021,positive,60,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,indifferent,2/10/2021,neutral,20,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,dislike,12/17/2020,negative,10,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,indifferent,1/1/2021,neutral,20,video,food,,,,
af373863-f9df-4330-b423-d2b802b30d6e,want,7/23/2020,positive,70,video,food,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,super love,1/8/2021,positive,75,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,scared,2/18/2021,negative,15,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,cherish,4/15/2021,positive,70,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,intrigued,2/7/2021,positive,45,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,scared,2/1/2021,negative,15,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,heart,8/5/2020,positive,60,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,scared,12/13/2020,negative,15,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,want,1/13/2021,positive,70,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,peeking,5/19/2021,neutral,35,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,love,5/17/2021,positive,65,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,scared,6/9/2021,negative,15,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,scared,1/21/2021,negative,15,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,indifferent,9/27/2020,neutral,20,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,scared,2/12/2021,negative,15,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,dislike,3/16/2021,negative,10,photo,soccer,,,,
6380e982-07ac-4d21-bd23-cec0bcfa1ff9,adore,8/20/2020,positive,72,photo,soccer,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,hate,7/21/2020,negative,5,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,worried,6/13/2021,negative,12,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,disgust,11/3/2020,negative,0,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,peeking,3/4/2021,neutral,35,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,scared,10/4/2020,negative,15,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,like,5/23/2021,positive,50,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,super love,9/2/2020,positive,75,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,5/9/2021,positive,30,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,cherish,2/14/2021,positive,70,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,indifferent,1/4/2021,neutral,20,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,dislike,3/4/2021,negative,10,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,6/21/2020,positive,30,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,9/19/2020,positive,72,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,2/7/2021,positive,30,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,9/5/2020,positive,72,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,scared,8/12/2020,negative,15,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,want,9/23/2020,positive,70,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,scared,10/10/2020,negative,15,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,intrigued,11/27/2020,positive,45,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,dislike,9/10/2020,negative,10,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,peeking,3/10/2021,neutral,35,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,like,11/28/2020,positive,50,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,peeking,3/26/2021,neutral,35,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,want,4/1/2021,positive,70,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,hate,2/25/2021,negative,5,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,5/24/2021,positive,72,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,hate,12/25/2020,negative,5,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,hate,2/16/2021,negative,5,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,heart,4/9/2021,positive,60,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,disgust,3/19/2021,negative,0,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,hate,5/6/2021,negative,5,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,adore,10/7/2020,positive,72,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,intrigued,1/11/2021,positive,45,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,want,8/19/2020,positive,70,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,interested,2/5/2021,positive,30,GIF,travel,,,,
b13bec8c-4469-4cc8-8650-7057eb95d3ee,peeking,9/8/2020,neutral,35,GIF,travel,,,,
43450a12-1e4c-4a17-a846-9d8768984051,peeking,8/25/2020,neutral,35,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,10/7/2020,positive,45,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,hate,9/6/2020,negative,5,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,worried,9/19/2020,negative,12,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,scared,8/11/2020,negative,15,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,4/1/2021,positive,45,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,super love,5/6/2021,positive,75,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,cherish,7/9/2020,positive,70,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,peeking,9/1/2020,neutral,35,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,love,4/19/2021,positive,65,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,scared,6/25/2020,negative,15,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,worried,8/9/2020,negative,12,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,3/22/2021,positive,45,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,cherish,1/17/2021,positive,70,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,dislike,1/13/2021,negative,10,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,super love,3/11/2021,positive,75,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,heart,10/3/2020,positive,60,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,scared,8/5/2020,negative,15,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,disgust,11/15/2020,negative,0,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,3/18/2021,positive,45,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,intrigued,6/5/2021,positive,45,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,dislike,8/1/2020,negative,10,video,animals,,,,
43450a12-1e4c-4a17-a846-9d8768984051,hate,12/28/2020,negative,5,video,animals,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,intrigued,3/8/2021,positive,45,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,scared,8/11/2020,negative,15,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,intrigued,6/1/2021,positive,45,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,peeking,12/31/2020,neutral,35,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,like,10/12/2020,positive,50,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,want,9/21/2020,positive,70,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,cherish,8/26/2020,positive,70,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,want,3/20/2021,positive,70,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,hate,11/20/2020,negative,5,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,super love,11/16/2020,positive,75,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,hate,6/8/2021,negative,5,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,like,12/29/2020,positive,50,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,scared,11/8/2020,negative,15,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,adore,11/3/2020,positive,72,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,hate,9/11/2020,negative,5,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,scared,12/3/2020,negative,15,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,like,4/14/2021,positive,50,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,love,11/5/2020,positive,65,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,hate,12/22/2020,negative,5,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,love,7/24/2020,positive,65,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,super love,5/26/2021,positive,75,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,super love,1/22/2021,positive,75,audio,cooking,,,,
7913b30d-19fd-4900-8a68-ce141192b3ec,super love,8/26/2020,positive,75,audio,cooking,,,,
